89030-460;Itoupava seca;Rua Artur Bona;-26.8819574;-49.0894206;13.6
89020-210;Garcia;Rua Carlos Nafin;-26.9329572;-49.0590773;13.6
89021-200;Garcia;Rua Engenheiro Odebrecht;-26.9408836;-49.0584558;13.6
89021-210;Garcia;Rua Visconde de Sinimbu;-26.9389884;-49.0649617;13.6
89065-070;Salto do norte;Rua Francisco Salvador Rodrigues;-26.8660837;-49.0905283;13.6
89035-200;Vila nova;Rua Joinville;-26.9085016;-49.0822647;13.6
89062-220;Itoupava central;Rua George Fridrich Mordhorst;-26.826806;-49.0818168;13.6
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.6
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.6
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;13.6
89051-080;Ponta aguda;Rua La Paz;-26.9060274;-49.0660836;13.65
89035-090;Vila nova;Rua Marechal Deodoro;-26.9187971;-49.0896995;13.65
89023-610;Valparaiso;Rua Espirito Santo;-26.9533945;-49.0732858;13.65
89023-320;Valparaiso;Rua Paraguassu;-26.9521907;-49.0735814;13.65
89056-090;Fortaleza;Rua Antonio Junkes;-26.8753577;-49.0655304;13.65
89055-001;Tribess;Rua Julio Michel;-26.8807717;-49.0613309;13.65
89062-212;Itoupava central;Rua Perola do Vale;-26.834914;-49.0821705;13.65
89023-203;Valparaiso;Rua Antonio Zendron;-26.9554667;-49.0901784;13.65
89065-200;Salto do norte;Rua Marechal Rondon;-26.8771497;-49.1016434;13.65
89065-301;Salto do norte;Rua Pomerode;-26.8785312;-49.1012611;13.65
89036-320;Velha;Rua Ilheus;-26.9177843;-49.090343;13.65
89023-300;Valparaiso;Rua Anchieta;-26.9526734;-49.072871;13.65
89062-212;Itoupava central;Rua Perola do Vale;-26.834914;-49.0821705;13.65
89030-030;Itoupava seca;Rua Iguacu;-26.8997322;-49.0786667;13.65
89015-250;Vorstadt;Rua Pedro Krauss Senior;-26.9148402;-49.0495107;13.7
89010-301;Jardim blumenau;Alameda Rio Branco;-26.9249098;-49.0611169;13.7
89037-060;Agua verde;Rua Presidente Getulio;-26.9111715;-49.0984204;13.7
89023-220;Valparaiso;Rua Guaianazes;-26.9511711;-49.0749304;13.7
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;13.7
89030-400;Itoupava seca;Rua Coronel Feddersen;-26.8902201;-49.0866196;13.7
89010-030;Centro;Rua Curt Hering;-26.9204021;-49.0662714;13.7
89023-203;Valparaiso;Rua Antonio Zendron;-26.9554667;-49.0901784;13.7
89023-203;Valparaiso;Rua Antonio Zendron;-26.9554667;-49.0901784;13.7
89023-612;Valparaiso;Rua Adolfo Kolping;-26.9533562;-49.0726534;13.7
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.7
89066-350;Itoupavazinha;Rua Arno Delling;-26.8489877;-49.0983;13.7
89010-420;Jardim blumenau;Rua Amapa;-26.9307933;-49.0633574;13.7
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;13.75
89057-700;Tribess;Rua Francisco Vahldieck;-26.8835204;-49.0721619;13.75
89056-020;Fortaleza;Rua Angra dos Reis;-26.883428;-49.0645145;13.75
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;13.75
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;13.75
89072-010;Badenfurt;Rua Theodoro Nuss;-26.8839255;-49.1455451;13.75
89053-070;Itoupava norte;Rua Augusto Schoenau;-26.8795183;-49.0806562;13.75
89022-006;Garcia;Rua Amazonas;-26.9613043;-49.0655583;13.75
89020-302;Garcia;Rua Ararangua;-26.938174;-49.0538273;13.75
89036-340;Velha;Rua Colombo;-26.917444;-49.0911858;13.75
89036-400;Velha;Rua Jaragua;-26.9175762;-49.0917647;13.75
89062-080;Itoupava central;Rua Tereza Fischer;-26.8423599;-49.082931;13.75
89023-300;Valparaiso;Rua Anchieta;-26.9526734;-49.072871;13.75
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;13.8
89065-640;Salto do norte;Rua Max Maul;-26.8632931;-49.1159143;13.8
89010-003;Centro;Rua 15 de Novembro;-26.9211104;-49.0577836;13.8
89050-110;Ponta aguda;Rua Guatemala;-26.9136945;-49.0617844;13.8
89050-130;Ponta aguda;Rua Mexico;-26.9116448;-49.0594885;13.8
89010-440;Jardim blumenau;Rua Mauricio Xavier;-26.9310479;-49.0646248;13.8
89010-401;Jardim blumenau;Rua Nereu Ramos;-26.9239658;-49.0619969;13.8
89012-360;Boa vista;Rua Guido Kaestner Senior;-26.8999524;-49.0642471;13.8
89010-640;Bom retiro;Rua Belem;-26.9245876;-49.0732495;13.8
89010-625;Bom retiro;Rua Sebastian Fischer Senior;-26.9244698;-49.0724784;13.8
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;13.8
89036-100;Velha;Rua Porto Uniao;-26.9189657;-49.0820861;13.8
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.8
89015-400;Vorstadt;Rua Antonio Treis;-26.9018778;-49.038204;13.85
89035-000;Vila nova;Rua Almirante Tamandare;-26.9108213;-49.0826753;13.85
89074-640;Badenfurt;Rua Maike Andresen Deeke;-26.8750416;-49.145067;13.85
89012-510;Victor konder;Rua Max Hering;-26.9073376;-49.0785149;13.85
89036-350;Velha;Rua Pereira de Oliveira;-26.9167818;-49.0906211;13.85
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.85
89055-540;Tribess;Rua Maria de Lourdes Prim;-26.8815359;-49.0576782;13.85
89055-470;Tribess;Rua Guilherme Lueders;-26.8844462;-49.0616611;13.9
89036-505;Velha;Rua Anderson Bozzano;-26.9171373;-49.0965204;13.9
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.9
89010-130;Centro;Rua Namy Deeke;-26.917538;-49.0677202;13.95
89065-130;Salto do norte;Rua Ari Barroso;-26.8615641;-49.0995601;13.95
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;13.95
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;13.95
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;13.95
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;13.95
89070-541;Salto do norte;Rua Johann Sachse;-26.8646743;-49.1243115;13.95
89022-006;Garcia;Rua Amazonas;-26.9613043;-49.0655583;13.95
89022-006;Garcia;Rua Amazonas;-26.9613043;-49.0655583;13.95
89022-020;Garcia;Rua Soldado Moacir Pinheiro;-26.9447278;-49.0764197;13.95
89022-040;Garcia;Rua Ricardo Michel;-26.9449364;-49.0740685;13.95
89070-540;Salto do norte;Rua Frei Henrique de Coimbra;-26.865671;-49.1182624;13.95
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;13.95
89068-110;Itoupava central;Rua Henrique Griebel;-26.820162;-49.0939777;13.95
89010-140;Centro;Rua Presidente Getulio Vargas;-26.9167633;-49.0694405;13.95
89012-070;Victor konder;Rua Desembargador Oscar Leitao;-26.9056385;-49.0764386;14.0
89066-101;Itoupava central;Rua Franz Volles;-26.835932;-49.102338;14.0
89062-320;Itoupava central;Rua Carlos Lingner;-26.8174332;-49.0859029;14.0
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.0
89030-420;Itoupava seca;Rua Santa Catarina;-26.8888678;-49.086201;14.0
89022-006;Garcia;Rua Amazonas;-26.9613043;-49.0655583;14.0
89022-400;Garcia;Rua Paulo Scheidemantel;-26.9531494;-49.0711427;14.0
89057-050;Fortaleza;Rua Julio Kleine;-26.8713457;-49.066329;14.0
89030-003;Itoupava seca;Rua Otto Berner;-26.8991278;-49.0757865;14.0
89030-300;Itoupava seca;Rua Para;-26.8975422;-49.0910983;14.0
89010-140;Centro;Rua Presidente Getulio Vargas;-26.9167633;-49.0694405;14.0
89010-220;Centro;Rua Sao Jose;-26.9169992;-49.072585;14.0
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;14.0
89015-158;Ribeirao fresco;Rua Concordia;-26.9271881;-49.0433479;14.05
89020-302;Garcia;Rua Ararangua;-26.938174;-49.0538273;14.05
89010-040;Centro;Rua Caetano Deeke;-26.9215929;-49.0644309;14.05
89010-030;Centro;Rua Curt Hering;-26.9204021;-49.0662714;14.05
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.05
89050-213;Ponta aguda;Rua Republica Argentina;-26.9064258;-49.0448293;14.05
89037-040;Agua verde;Rua Arnoldo Prim;-26.910504;-49.0969212;14.05
89070-541;Salto do norte;Rua Johann Sachse;-26.8646743;-49.1243115;14.05
89030-085;Itoupava seca;Rua Farmaceutico Reynaldo Pfau;-26.8922906;-49.0825795;14.05
89030-490;Itoupava seca;Rua Nayme Tomelin;-26.8788989;-49.0912211;14.05
89030-070;Itoupava seca;Rua Rio de Janeiro;-26.8935467;-49.084522;14.05
89066-101;Itoupava central;Rua Franz Volles;-26.835932;-49.102338;14.05
89062-212;Itoupava central;Rua Perola do Vale;-26.834914;-49.0821705;14.05
89066-326;Itoupavazinha;Rua dos Crisantemos;-26.8551108;-49.0942873;14.05
89066-030;Itoupavazinha;Rua Marconi;-26.8514749;-49.0907912;14.05
89010-080;Centro;Rua Padre Jacobs;-26.9203852;-49.0663504;14.05
89051-100;Ponta aguda;Rua Caracas;-26.9054741;-49.065776;14.1
89015-420;Vorstadt;Alameda Engenheiro Gustav Leyen;-26.8982382;-49.0412773;14.1
89015-260;Vorstadt;Rua Urubici;-26.9125931;-49.0495593;14.1
89055-050;Fortaleza;Rua Alberto Felicio Adriano;-26.8773731;-49.0645364;14.1
89068-023;Itoupava central;Rua Marlinda Fischer;-26.8313508;-49.0914067;14.1
89035-402;Vila nova;Rua Almirante Barroso;-26.8941837;-49.0845078;14.1
89035-600;Vila nova;Rua Casemiro de Abreu;-26.9016572;-49.0904408;14.1
89062-220;Itoupava central;Rua George Fridrich Mordhorst;-26.826806;-49.0818168;14.1
89057-170;Fortaleza;Rua Johann Maul;-26.8679371;-49.0600621;14.1
89036-130;Velha;Rua Ewaldo Brueckheimer;-26.9185736;-49.0852566;14.15
89010-625;Bom retiro;Rua Sebastian Fischer Senior;-26.9244698;-49.0724784;14.15
89035-530;Vila nova;Rua Desembargador Guilherme Abry;-26.901087;-49.0860595;14.15
89035-510;Vila nova;Rua Frei Gabriel Zimmer;-26.9024045;-49.0875439;14.15
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.15
89065-620;Salto do norte;Rua Gravatal;-26.8657383;-49.113736;14.15
89032-525;Salto weissbach;Rua Bahia;-26.8867411;-49.0937241;14.15
89036-418;Velha;Rua Frederico Lubke;-26.9170811;-49.0926982;14.15
89074-640;Badenfurt;Rua Maike Andresen Deeke;-26.8750416;-49.145067;14.15
89066-802;Itoupavazinha;Rua Engenheiro Maicon Siemenskoski;-26.862198;-49.1166045;14.15
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.15
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;14.2
89050-070;Ponta aguda;Rua Rudolfo Augusto Kucker;-26.9132753;-49.0659486;14.2
89030-090;Itoupava seca;Rua Alagoas;-26.8923347;-49.0851331;14.2
89030-150;Itoupava seca;Rua Gustavo Persuhn;-26.8997231;-49.0817473;14.2
89022-410;Garcia;Rua Esmeraldas;-26.9546676;-49.0711628;14.2
89022-006;Garcia;Rua Amazonas;-26.9613043;-49.0655583;14.2
89023-203;Valparaiso;Rua Antonio Zendron;-26.9554667;-49.0901784;14.2
89023-000;Vila formosa;Rua Hermann Huscher;-26.9355949;-49.0674097;14.25
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.25
89050-150;Ponta aguda;Rua Colorado;-26.9133106;-49.0599351;14.25
89036-201;Velha;Rua Zenaide Santos de Souza;-26.9126888;-49.0890907;14.25
89057-700;Tribess;Rua Francisco Vahldieck;-26.8835204;-49.0721619;14.25
89062-220;Itoupava central;Rua George Fridrich Mordhorst;-26.826806;-49.0818168;14.25
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;14.25
89070-541;Salto do norte;Rua Johann Sachse;-26.8646743;-49.1243115;14.25
89030-400;Itoupava seca;Rua Coronel Feddersen;-26.8902201;-49.0866196;14.25
89030-112;Itoupava seca;Rua Iguape;-26.9052032;-49.0809125;14.25
89057-160;Fortaleza;Rua Paula Hoeltgebaum;-26.8694097;-49.0599982;14.25
89051-010;Ponta aguda;Rua Cuba;-26.9083465;-49.0679552;14.3
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;14.3
89056-101;Fortaleza;Rua Fritz Koegler;-26.8703023;-49.0726174;14.3
89056-210;Fortaleza;Rua Harry Wruck;-26.8748993;-49.0690827;14.3
89070-541;Salto do norte;Rua Johann Sachse;-26.8646743;-49.1243115;14.3
89021-325;Garcia;Rua Bartholomeu Bueno;-26.9403306;-49.0661317;14.3
89068-040;Itoupava central;Rua August Pagel;-26.822489;-49.0914311;14.3
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.3
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.3
89030-050;Itoupava seca;Rua Pernambuco;-26.8951036;-49.0816471;14.3
89050-300;Ponta aguda;Rua Bolivia;-26.9158081;-49.0644539;14.35
89037-070;Agua verde;Rua Julio Rudiger Senior;-26.9122058;-49.099357;14.35
89068-150;Itoupava central;Rua Guilherme Borchardt;-26.8179058;-49.0914391;14.35
89055-470;Tribess;Rua Guilherme Lueders;-26.8844462;-49.0616611;14.35
89062-260;Itoupava central;Rua Carlos Pagel;-26.8235938;-49.0872224;14.35
89057-700;Tribess;Rua Francisco Vahldieck;-26.8835204;-49.0721619;14.35
89012-380;Boa vista;Rua Luiz Probst;-26.8956272;-49.0617119;14.4
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;14.4
89035-090;Vila nova;Rua Marechal Deodoro;-26.9187971;-49.0896995;14.4
89037-256;Agua verde;Rua Frei Estanislau Schaette;-26.9123839;-49.1120379;14.4
89037-256;Agua verde;Rua Frei Estanislau Schaette;-26.9123839;-49.1120379;14.4
89037-050;Agua verde;Rua Arnoldo Ruediger;-26.9103911;-49.0978695;14.4
89012-200;Victor konder;Rua Carlos Rischbieter;-26.9077427;-49.0732069;14.4
89036-310;Velha;Rua Espanha;-26.9181597;-49.089971;14.4
89036-330;Velha;Rua Felipe Schmidt;-26.9174959;-49.0904371;14.4
89057-700;Tribess;Rua Francisco Vahldieck;-26.8835204;-49.0721619;14.4
89068-140;Itoupava central;Rua Alvorada;-26.8186587;-49.0923355;14.4
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.4
89022-410;Garcia;Rua Esmeraldas;-26.9546676;-49.0711628;14.4
89015-168;Ribeirao fresco;Rua dos Candangos;-26.9272175;-49.0409262;14.45
89022-430;Garcia;Rua Acre;-26.9537435;-49.0698811;14.45
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.45
89030-001;Victor konder;Rua Sao Paulo;-26.9044071;-49.0773754;14.45
89015-260;Vorstadt;Rua Urubici;-26.9125931;-49.0495593;14.45
89015-400;Vorstadt;Rua Antonio Treis;-26.9018778;-49.038204;14.45
89010-401;Jardim blumenau;Rua Nereu Ramos;-26.9239658;-49.0619969;14.45
89037-035;Agua verde;Rua Alfonso Souza e Silva;-26.9105512;-49.096288;14.45
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;14.45
89062-200;Itoupava central;Rua Arthur Pereguda;-26.8364389;-49.0838936;14.45
89062-010;Itoupava central;Rua Christian Wilhelm Staack;-26.8467276;-49.0811388;14.45
89062-212;Itoupava central;Rua Perola do Vale;-26.834914;-49.0821705;14.45
89015-166;Ribeirao fresco;Rua Peter Lucas;-26.9276266;-49.0417341;14.45
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.5
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.5
89051-120;Ponta aguda;Rua Ricardo Reckelberg;-26.9035828;-49.0637593;14.5
89066-510;Itoupavazinha;Rua Frederico Jensen;-26.8605872;-49.0990946;14.5
89030-300;Itoupava seca;Rua Para;-26.8975422;-49.0910983;14.5
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.5
89062-216;Itoupava central;Rua Tunapolis;-26.8347958;-49.084886;14.5
89037-011;Vila nova;Rua Julio Baumgarten;-26.9054192;-49.0969936;14.5
89010-050;Centro;Rua Paul Hering;-26.9215371;-49.0655784;14.55
89010-140;Centro;Rua Presidente Getulio Vargas;-26.9167633;-49.0694405;14.55
89015-408;Vorstadt;Alameda Erich Karmann;-26.8985158;-49.0428239;14.55
89023-000;Vila formosa;Rua Hermann Huscher;-26.9355949;-49.0674097;14.55
89053-220;Itoupava norte;Rua Henrique Bennertz;-26.8791761;-49.0822456;14.55
89023-050;Valparaiso;Rua Willy Bauler;-26.9458475;-49.0783759;14.55
89055-001;Tribess;Rua Julio Michel;-26.8807717;-49.0613309;14.55
89070-260;Badenfurt;Rua Carlos Kretz;-26.8785426;-49.1382996;14.55
89030-150;Itoupava seca;Rua Gustavo Persuhn;-26.8997231;-49.0817473;14.55
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;14.6
89066-510;Itoupavazinha;Rua Frederico Jensen;-26.8605872;-49.0990946;14.6
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.6
89050-300;Ponta aguda;Rua Bolivia;-26.9158081;-49.0644539;14.65
89030-060;Itoupava seca;Rua Adolfo Jose dos Santos;-26.8932911;-49.0816183;14.65
89023-610;Valparaiso;Rua Espirito Santo;-26.9533945;-49.0732858;14.65
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;14.65
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.65
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;14.65
89030-400;Itoupava seca;Rua Coronel Feddersen;-26.8902201;-49.0866196;14.65
89032-525;Salto weissbach;Rua Bahia;-26.8867411;-49.0937241;14.7
89031-063;Do salto;Rua Presidente Bento Araujo;-26.8855273;-49.0935313;14.7
89051-050;Ponta aguda;Rua Buenos Aires;-26.9063509;-49.0671752;14.7
89015-430;Vorstadt;Alameda Ralf Bruno Gross;-26.8989653;-49.0420927;14.7
89065-770;Salto do norte;Rua Luiza Lucas;-26.8676354;-49.1120917;14.7
89036-600;Velha;Rua Ricardo Maas;-26.9171983;-49.094848;14.7
89056-101;Fortaleza;Rua Fritz Koegler;-26.8703023;-49.0726174;14.7
89030-065;Itoupava seca;Rua Pedro Joao da Luz;-26.8933345;-49.0815912;14.7
89062-110;Itoupava central;Rua Henrique Westphal;-26.8430977;-49.087537;14.7
89010-660;Bom retiro;Rua Osvaldo Berndt;-26.9257462;-49.0732301;14.75
89010-101;Centro;Avenida Presidente Castelo Branco;-26.9215177;-49.061926;14.75
89050-160;Ponta aguda;Rua Canada;-26.9127946;-49.0591317;14.75
89055-001;Tribess;Rua Julio Michel;-26.8807717;-49.0613309;14.75
89065-301;Salto do norte;Rua Pomerode;-26.8785312;-49.1012611;14.75
89030-110;Itoupava seca;Rua Teresopolis;-26.904098;-49.0807824;14.75
89062-220;Itoupava central;Rua George Fridrich Mordhorst;-26.826806;-49.0818168;14.75
89022-450;Garcia;Rua Capinzal;-26.9549299;-49.0719426;14.75
89022-450;Garcia;Rua Capinzal;-26.9549299;-49.0719426;14.75
89055-001;Tribess;Rua Julio Michel;-26.8807717;-49.0613309;14.75
89023-000;Vila formosa;Rua Hermann Huscher;-26.9355949;-49.0674097;14.8
89010-080;Centro;Rua Padre Jacobs;-26.9203852;-49.0663504;14.8
89010-101;Centro;Avenida Presidente Castelo Branco;-26.9215177;-49.061926;14.8
89010-003;Centro;Rua 15 de Novembro;-26.9211104;-49.0577836;14.8
89010-003;Centro;Rua 15 de Novembro;-26.9211104;-49.0577836;14.8
89032-525;Salto weissbach;Rua Bahia;-26.8867411;-49.0937241;14.8
89065-101;Salto do norte;Rua Engenheiro Udo Deeke;-26.8714168;-49.095702;14.8
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;14.8
89062-320;Itoupava central;Rua Carlos Lingner;-26.8174332;-49.0859029;14.8
89068-080;Itoupava central;Rua Zelinde Cardoso;-26.8204803;-49.09047;14.8
89066-040;Itoupavazinha;Rua Erwin Henschel;-26.8498505;-49.0931262;14.8
89053-001;Itoupava norte;Rua 25 de Julho;-26.8815084;-49.0820566;14.8
89010-003;Centro;Rua 15 de Novembro;-26.9211104;-49.0577836;14.85
89050-501;Ponta aguda;Rua Luiz Eleodoro da Silva;-26.9012484;-49.0469176;14.85
89050-020;Ponta aguda;Rua Paraguay;-26.9179432;-49.0612149;14.85
89055-550;Tribess;Rua Roseli Rosani Burckardt;-26.8812369;-49.0566306;14.85
89036-460;Velha;Rua Uberaba;-26.9186669;-49.0932336;14.85
89022-400;Garcia;Rua Paulo Scheidemantel;-26.9531494;-49.0711427;14.85
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;14.85
89030-250;Itoupava seca;Rua Augusto Daniel Persuhn;-26.8960184;-49.0860698;14.85
89066-110;Itoupava central;Rua Edmund Jenichen;-26.8393186;-49.0943063;14.85
89066-327;Itoupavazinha;Rua das Cravinas;-26.8543143;-49.0959232;14.85
89053-500;Itoupava norte;Rua Almirante Armin Zimmermann;-26.8776068;-49.0849655;14.85
89056-120;Fortaleza;Rua James Dewar;-26.8743928;-49.0694738;14.85
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;14.9
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;14.9
89037-256;Agua verde;Rua Frei Estanislau Schaette;-26.9123839;-49.1120379;14.9
89057-040;Fortaleza;Rua Fraiburgo;-26.8726383;-49.0585564;14.9
89062-300;Itoupava central;Rua Alfredo Kertischka;-26.8191955;-49.0861288;14.9
89030-055;Itoupava seca;Rua Genezio Paulo da Silva;-26.8949345;-49.0833031;14.9
89030-040;Itoupava seca;Rua Otto Hennings;-26.8970906;-49.0814949;14.9
89055-001;Tribess;Rua Julio Michel;-26.8807717;-49.0613309;14.9
89030-310;Itoupava seca;Rua Gustavo Salinger;-26.8911566;-49.0904039;14.95
89065-640;Salto do norte;Rua Max Maul;-26.8632931;-49.1159143;14.95
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.0
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.0
89053-073;Itoupava norte;Rua Olga Krutzsch;-26.8785986;-49.0794927;15.0
89021-160;Garcia;Rua Germano Schreiber;-26.942013;-49.0675201;15.0
89065-770;Salto do norte;Rua Luiza Lucas;-26.8676354;-49.1120917;15.0
89036-501;Velha;Rua Gustavo Budag;-26.918693;-49.0942472;15.0
89030-085;Itoupava seca;Rua Farmaceutico Reynaldo Pfau;-26.8922906;-49.0825795;15.0
89030-230;Itoupava seca;Rua Heloy Dalsasso;-26.8976894;-49.0831355;15.0
89030-470;Itoupava seca;Rua Joao Geraldo Kuhlmann;-26.8819066;-49.0902716;15.0
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;15.0
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;15.0
89050-300;Ponta aguda;Rua Bolivia;-26.9158081;-49.0644539;15.05
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;15.05
89015-208;Vorstadt;Rua Itajai;-26.9116961;-49.0469884;15.05
89050-070;Ponta aguda;Rua Rudolfo Augusto Kucker;-26.9132753;-49.0659486;15.05
89066-510;Itoupavazinha;Rua Frederico Jensen;-26.8605872;-49.0990946;15.05
89023-600;Valparaiso;Rua Centenario;-26.9540233;-49.0729599;15.05
89030-300;Itoupava seca;Rua Para;-26.8975422;-49.0910983;15.05
89062-330;Itoupava central;Rua Jacob Laforce;-26.8172333;-49.0844089;15.05
89065-101;Salto do norte;Rua Engenheiro Udo Deeke;-26.8714168;-49.095702;15.05
89031-025;Itoupava seca;Rua Heinz Hartmann;-26.887438;-49.0893729;15.1
89010-520;Bom retiro;Rua Victor Hering;-26.9243759;-49.0653864;15.1
89030-300;Itoupava seca;Rua Para;-26.8975422;-49.0910983;15.1
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.1
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.1
89062-080;Itoupava central;Rua Tereza Fischer;-26.8423599;-49.082931;15.1
89015-400;Vorstadt;Rua Antonio Treis;-26.9018778;-49.038204;15.15
89015-400;Vorstadt;Rua Antonio Treis;-26.9018778;-49.038204;15.15
89062-310;Itoupava central;Rua Erwin Pasold;-26.8181674;-49.0846851;15.15
89062-340;Itoupava central;Rua Hermann Tiedt;-26.8165738;-49.0846073;15.15
89030-085;Itoupava seca;Rua Farmaceutico Reynaldo Pfau;-26.8922906;-49.0825795;15.15
89015-400;Vorstadt;Rua Antonio Treis;-26.9018778;-49.038204;15.2
89023-000;Vila formosa;Rua Hermann Huscher;-26.9355949;-49.0674097;15.2
89036-490;Velha;Rua Oswaldo Cruz;-26.9193603;-49.098184;15.2
89036-210;Velha;Rua Herbert Wehmuth;-26.9172305;-49.0846448;15.2
89023-060;Valparaiso;Rua Paulo Eberhard;-26.9476231;-49.0792767;15.2
89057-034;Fortaleza;Rua das Flores;-26.8733952;-49.0592658;15.2
89052-380;Itoupava norte;Rua Vereador Herbert Schweigert;-26.8824572;-49.069012;15.2
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;15.2
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;15.2
89068-140;Itoupava central;Rua Alvorada;-26.8186587;-49.0923355;15.2
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.2
89056-101;Fortaleza;Rua Fritz Koegler;-26.8703023;-49.0726174;15.2
89037-256;Agua verde;Rua Frei Estanislau Schaette;-26.9123839;-49.1120379;15.25
89037-130;Agua verde;Rua Hermann Muller Hering;-26.9118878;-49.0936612;15.25
89036-450;Velha;Rua Detlef Passig;-26.9202177;-49.0921927;15.25
89070-272;Badenfurt;Rua Heinrich Hemmer;-26.8820467;-49.1224641;15.25
89035-402;Vila nova;Rua Almirante Barroso;-26.8941837;-49.0845078;15.25
89021-062;Garcia;Rua Capitao Von Gilsa;-26.9421686;-49.0715992;15.25
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;15.25
89036-256;Velha;Rua Joao Pessoa;-26.9145674;-49.0797311;15.25
89068-030;Itoupava central;Rua Armin Pagel;-26.8239084;-49.089628;15.25
89063-003;Itoupava central;Rua Gustavo Zimmermann;-26.8036671;-49.0875859;15.25
89030-101;Itoupava seca;Rua Engenheiro Paul Werner;-26.8962619;-49.0824227;15.25
89031-066;Do salto;Rua Presidente Andrade Pinto;-26.8865116;-49.0934528;15.3
89010-430;Jardim blumenau;Rua Farmaceutico Joao Medeiros;-26.9313403;-49.0635876;15.3
89010-301;Jardim blumenau;Alameda Rio Branco;-26.9249098;-49.0611169;15.3
89022-480;Garcia;Rua Mirador;-26.9553753;-49.0707135;15.3
